"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","Hashtags","URLs","Media Type","Media URLs"
"2012909051378835904","This Jayden Lennox is such a clever operator.

His intellect will be applauded by most, but his control over speed and length is exceptional.👏👏#INDvsNZ https://t.co/iAbMzdTmiU","en","Tweet","Ashwin 🇮🇳","ashwinravi99","177161","133","241","17","8277","60","2026-01-18 20:54:50","https://x.com/ashwinravi99/status/2012909051378835904","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#INDvsNZ","","photo","https://pbs.twimg.com/media/G-9KHD4W0AEaTVV.jpg"
"2012877825758654860","Sunny bhai is talking about how Shubman’s bat was really close to the pad in England where he made all his runs.

I am going to try and illustrate the challenge for a modern day batter, the changes which happen automatically most of the times when you shift in & out of red ball cricket.

Pic 1 : His natural receiving position where the bat comes from gully,  he is naturally picking up the bat to hit the delivery as he has been trained to do this over years of practice.","en","Tweet","Ashwin 🇮🇳","ashwinravi99","582344","160","230","36","5586","522","2026-01-18 18:50:45","https://x.com/ashwinravi99/status/2012877825758654860","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G-8ttakXQAAX1Rz.jpg"
"2012854115412385932","If NZ get 325 - 335!

Is that a par score on this surface and ground?","en","Tweet","Ashwin 🇮🇳","ashwinravi99","88011","122","25","5","474","5","2026-01-18 17:16:32","https://x.com/ashwinravi99/status/2012854115412385932","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2012800764914049529","They had to restrict JSK under 114 for the bonus point.

Forrester denied them the opportunity.

Paarl will now be a do or die game.#BetwaySA20","en","Tweet","Ashwin 🇮🇳","ashwinravi99","86247","26","21","0","918","9","2026-01-18 13:44:33","https://x.com/ashwinravi99/status/2012800764914049529","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#BetwaySA20","","",""
"2012799996715045307","@ashwinravi99 Anna what about that bonus point, I'm still searching for that 🙂 https://t.co/9zRMgsY4cJ","en","Quoted","Jayprakash MSDian™","ms_dhoni_077","92620","1","1","1","24","0","2026-01-18 13:41:29","https://x.com/ms_dhoni_077/status/2012799996715045307","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","photo","https://pbs.twimg.com/media/G-7m7InWcAE8MiY.jpg"
"2012799490059882861","317 runs, averaging nearly 80 and a strike rate of 166 batting in the middle order, Sherfane Rutherford has not only put Pretoria Capitals in the finals of the #BetwaySA20, he is also causing Mumbai Indians some happy headaches.

Sherfane Rutherford before the trade scored 189 runs in the CPL at an average of 23 and sr of 135.

He may or may not have a good IPL, I believe it’s solid foresight to acquire him from GT.👏👏","en","Tweet","Ashwin 🇮🇳","ashwinravi99","231645","59","106","10","3735","41","2026-01-18 13:39:29","https://x.com/ashwinravi99/status/2012799490059882861","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#BetwaySA20","","photo","https://pbs.twimg.com/media/G-7mVzDW8AA_Khd.jpg"
"2012761690321105352","Absolutely! Quality innings under pressure on a tough pitch.","en","Tweet","Ashwin 🇮🇳","ashwinravi99","198381","49","145","3","5432","37","2026-01-18 11:09:16","https://x.com/ashwinravi99/status/2012761690321105352","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2012569318421111082","In Dewalt Brevis’s brief career, I haven’t seen a better innings from him","en","Quoted","Kevin Pietersen🦏","KP24","359035","57","76","16","3038","34","2026-01-17 22:24:51","https://x.com/KP24/status/2012569318421111082","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","",""
"2012603194770071899","https://t.co/j5fZ3mdym7","zxx","Tweet","Ashwin 🇮🇳","ashwinravi99","70507","41","25","6","1241","12","2026-01-18 00:39:28","https://x.com/ashwinravi99/status/2012603194770071899","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","animated_gif","https://video.twimg.com/tweet_video/G-4z7q8W8AAp_7_.mp4"
"2012599914409402408","https://t.co/BzTyi1qlnh","zxx","Quoted","Junaid Khan","JunaidKhanation","86877","3","14","1","289","24","2026-01-18 00:26:26","https://x.com/JunaidKhanation/status/2012599914409402408","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","video","https://video.twimg.com/amplify_video/2012599897266982912/vid/avc1/494x360/px9-a2XpA9VA93Xp.mp4?tag=21"
